credit_profile_id,customer_id,credit_score,credit_utilization,total_credit_limit,outstanding_balance,delinquency_count,last_updated
CRP000376,CUS000376,487,21.69,39004.97,8460.18,0,2025-10-23
CRP000377,CUS000377,702,57.5,34384.99,19771.37,1,2026-08-04
CRP000378,CUS000378,762,17.87,18740.07,3348.85,2,2025-10-31
CRP000379,CUS000379,663,63.09,69318.01,43732.73,0,2025-08-21
CRP000380,CUS000380,793,48.96,123884.1,60653.66,0,2026-01-10
CRP000381,CUS000381,404,32.5,52059.9,16919.47,0,2025-11-14
CRP000382,CUS000382,750,61.61,18108.58,11156.7,0,2026-01-08
CRP000383,CUS000383,316,54.01,29493.21,15929.28,0,2026-03-19
CRP000384,CUS000384,845,71.36,43267.02,30875.35,0,2026-03-21
CRP000385,CUS000385,763,3.21,127978.52,4108.11,0,2025-09-15
CRP000386,CUS000386,512,79.59,14943.72,11893.71,0,2025-10-08
CRP000387,CUS000387,729,90.09,38462.67,34651.02,0,2026-04-20
CRP000388,CUS000388,414,15.67,65638.05,10285.48,1,2026-04-13
CRP000389,CUS000389,387,21.31,17173.81,3659.74,0,2026-06-18
CRP000390,CUS000390,650,48.12,52428.83,25228.75,0,2026-02-07
CRP000391,CUS000391,483,66.98,121742.67,81543.24,1,2025-12-19
CRP000392,CUS000392,469,43.91,341892.9,150125.17,1,2026-02-25
CRP000393,CUS000393,709,43.85,13060.02,5726.82,0,2026-02-16
CRP000394,CUS000394,321,94.83,17147.38,16260.86,0,2026-03-29
CRP000395,CUS000395,707,33.65,66108.87,22245.63,1,2025-11-26
CRP000396,CUS000396,361,56.66,54380.5,30811.99,0,2025-11-08
CRP000397,CUS000397,748,78.07,189928.74,148277.37,0,2025-12-28
CRP000398,CUS000398,713,17.69,16716.33,2957.12,0,2026-04-08
CRP000399,CUS000399,735,90.74,124710.22,113162.05,1,2026-05-16
CRP000400,CUS000400,567,17.76,23921.51,4248.46,0,2025-11-15
CRP000401,CUS000401,654,49.7,130132.83,64676.02,0,2026-04-29
CRP000402,CUS000402,875,54.03,41107.39,22210.32,0,2025-12-22
CRP000403,CUS000403,541,57.95,51511.6,29850.97,0,2025-09-14
CRP000404,CUS000404,788,11.84,88284.15,10452.84,0,2025-12-03
CRP000405,CUS000405,300,9.0,87589.75,7883.08,1,2026-05-20
CRP000406,CUS000406,396,20.88,43487.35,9080.16,2,2025-09-10
CRP000407,CUS000407,359,63.09,46201.42,29148.48,2,2025-09-30
CRP000408,CUS000408,797,3.08,28607.94,881.12,0,2026-01-14
CRP000409,CUS000409,421,61.86,35015.0,21660.28,2,2025-09-03
CRP000410,CUS000410,440,24.53,62891.81,15427.36,3,2025-10-21
CRP000411,CUS000411,683,10.09,144595.07,14589.64,1,2026-05-31
CRP000412,CUS000412,700,35.94,28959.53,10408.06,1,2026-07-04
CRP000413,CUS000413,752,44.18,74659.07,32984.38,0,2026-05-30
CRP000414,CUS000414,619,24.66,24422.39,6022.56,1,2025-08-09
CRP000415,CUS000415,851,77.01,49169.18,37865.19,0,2026-01-31
CRP000416,CUS000416,389,43.52,80746.95,35141.07,1,2025-10-28
CRP000417,CUS000417,899,32.89,98229.92,32307.82,0,2025-09-27
CRP000418,CUS000418,890,89.46,38893.62,34794.23,0,2026-06-30
CRP000419,CUS000419,524,22.81,32666.65,7451.26,0,2026-08-02
CRP000420,CUS000420,664,22.91,33201.02,7606.35,0,2026-07-29
CRP000421,CUS000421,566,90.22,14715.11,13275.97,1,2026-05-17
CRP000422,CUS000422,403,69.84,60990.81,42595.98,0,2025-10-01
CRP000423,CUS000423,822,8.24,29017.11,2391.01,1,2026-04-20
CRP000424,CUS000424,349,55.26,86177.38,47621.62,0,2026-03-08
CRP000425,CUS000425,372,50.0,119740.6,59870.3,1,2025-08-08
CRP000426,CUS000426,368,25.68,82796.63,21262.17,0,2026-02-16
CRP000427,CUS000427,409,87.79,16043.02,14084.17,0,2025-11-13
CRP000428,CUS000428,773,59.75,42368.08,25314.93,2,2026-07-21
CRP000429,CUS000429,419,58.82,22580.48,13281.84,0,2026-07-09
CRP000430,CUS000430,546,93.56,32014.68,29952.93,0,2026-01-27
CRP000431,CUS000431,782,73.23,25197.87,18452.4,1,2026-07-25
CRP000432,CUS000432,673,42.79,14211.34,6081.03,0,2026-03-24
CRP000433,CUS000433,541,50.06,39234.67,19640.88,0,2025-10-17
CRP000434,CUS000434,826,41.6,145697.91,60610.33,2,2025-09-06
CRP000435,CUS000435,520,87.96,48552.43,42706.72,0,2026-05-07
CRP000436,CUS000436,673,91.37,155906.13,142451.43,0,2025-12-15
CRP000437,CUS000437,402,84.37,36233.22,30569.97,0,2025-08-20
CRP000438,CUS000438,582,0.16,24844.47,39.75,1,2026-03-05
CRP000439,CUS000439,760,85.62,127282.02,108978.87,1,2026-01-03
CRP000440,CUS000440,436,11.17,105550.04,11789.94,0,2026-01-17
CRP000441,CUS000441,479,49.11,16629.09,8166.55,1,2025-09-15
CRP000442,CUS000442,460,6.96,200886.62,13981.71,1,2026-06-23
CRP000443,CUS000443,828,36.09,19041.6,6872.11,1,2025-12-06
CRP000444,CUS000444,840,2.97,22648.12,672.65,1,2026-07-04
CRP000445,CUS000445,325,76.43,362557.63,277102.8,0,2026-05-30
CRP000446,CUS000446,503,58.11,16502.31,9589.49,0,2026-01-27
CRP000447,CUS000447,677,6.02,187689.25,11298.89,0,2025-09-26
CRP000448,CUS000448,415,38.54,21015.79,8099.49,0,2026-02-12
CRP000449,CUS000449,773,79.17,9176.52,7265.05,0,2026-07-21
CRP000450,CUS000450,827,56.96,76016.0,43298.71,1,2026-05-28
CRP000451,CUS000451,755,55.24,26546.07,14664.05,1,2026-01-23
CRP000452,CUS000452,635,43.78,23985.5,10500.85,0,2026-03-26
CRP000453,CUS000453,329,45.12,76246.1,34402.24,2,2025-12-06
CRP000454,CUS000454,550,85.02,16691.68,14191.27,0,2025-08-12
CRP000455,CUS000455,534,56.85,27853.2,15834.54,0,2025-09-27
CRP000456,CUS000456,443,86.14,33493.75,28851.52,0,2026-04-14
CRP000457,CUS000457,770,75.01,24353.85,18267.82,0,2026-05-20
CRP000458,CUS000458,872,73.58,16325.74,12012.48,0,2025-08-30
CRP000459,CUS000459,813,76.9,71791.45,55207.63,1,2025-12-21
CRP000460,CUS000460,377,82.51,16249.61,13407.55,0,2026-04-08
CRP000461,CUS000461,570,9.44,41963.87,3961.39,1,2025-10-24
CRP000462,CUS000462,323,20.24,27664.37,5599.27,0,2025-10-10
CRP000463,CUS000463,335,37.16,45718.0,16988.81,1,2025-10-03
CRP000464,CUS000464,365,42.01,302833.06,127220.17,0,2026-03-07
CRP000465,CUS000465,346,5.21,378495.49,19719.62,0,2026-04-26
CRP000466,CUS000466,539,36.55,28605.59,10455.34,0,2026-02-08
CRP000467,CUS000467,656,51.01,35212.14,17961.71,1,2026-04-06
CRP000468,CUS000468,465,85.49,91563.48,78277.62,0,2025-10-03
CRP000469,CUS000469,603,31.31,23206.6,7265.99,1,2026-02-11
CRP000470,CUS000470,734,71.82,43598.97,31312.78,0,2026-07-30
CRP000471,CUS000471,829,84.55,122077.33,103216.38,1,2025-11-21
CRP000472,CUS000472,641,27.04,289450.23,78267.34,1,2025-10-05
CRP000473,CUS000473,867,50.85,14339.01,7291.39,0,2026-05-24
CRP000474,CUS000474,656,63.08,38070.84,24015.09,0,2025-12-28
CRP000475,CUS000475,692,52.43,70889.96,37167.61,0,2025-12-14
CRP000476,CUS000476,613,26.04,6651.66,1732.09,1,2026-04-07
CRP000477,CUS000477,427,42.59,52520.04,22368.29,0,2025-09-09
CRP000478,CUS000478,710,1.42,113713.66,1614.73,1,2025-10-16
CRP000479,CUS000479,311,84.84,122237.49,103706.29,0,2025-12-13
CRP000480,CUS000480,638,46.57,80436.54,37459.3,1,2025-09-11
CRP000481,CUS000481,441,50.86,27440.15,13956.06,0,2026-01-06
CRP000482,CUS000482,763,90.34,15630.39,14120.49,0,2026-06-11
CRP000483,CUS000483,786,76.23,129248.61,98526.22,0,2025-10-13
CRP000484,CUS000484,458,41.64,31078.61,12941.13,0,2025-12-29
CRP000485,CUS000485,431,17.59,17071.35,3002.85,1,2026-07-28
CRP000486,CUS000486,525,55.76,177775.57,99127.66,1,2025-10-15
CRP000487,CUS000487,347,71.85,110071.65,79086.48,0,2026-05-08
CRP000488,CUS000488,327,43.6,24043.5,10482.97,1,2026-02-17
CRP000489,CUS000489,872,33.11,46595.52,15427.78,0,2026-07-03
CRP000490,CUS000490,494,75.62,37098.23,28053.68,1,2025-10-07
CRP000491,CUS000491,637,1.03,17280.38,177.99,1,2026-01-24
CRP000492,CUS000492,831,7.04,18960.06,1334.79,0,2026-01-12
CRP000493,CUS000493,512,63.66,4157.81,2646.86,0,2026-02-27
CRP000494,CUS000494,396,8.71,101816.15,8868.19,0,2026-01-30
CRP000495,CUS000495,586,60.98,14813.72,9033.41,2,2026-03-24
CRP000496,CUS000496,822,13.43,14062.37,1888.58,0,2026-06-28
CRP000497,CUS000497,507,72.42,22604.5,16370.18,0,2025-10-19
CRP000498,CUS000498,347,29.65,10201.95,3024.88,1,2026-02-13
CRP000499,CUS000499,324,32.77,21612.39,7082.38,2,2026-07-09
CRP000500,CUS000500,600,7.71,186475.15,14377.23,0,2026-06-04
CRP000501,CUS000501,302,4.81,67115.02,3228.23,0,2025-08-25
CRP000502,CUS000502,536,54.56,33589.17,18326.25,0,2026-06-12
CRP000503,CUS000503,303,22.79,34168.57,7787.02,1,2025-09-24
CRP000504,CUS000504,501,4.84,69424.83,3360.16,0,2026-06-24
CRP000505,CUS000505,430,28.1,22551.79,6337.05,0,2026-04-27
CRP000506,CUS000506,555,92.7,25056.34,23227.23,0,2025-09-18
CRP000507,CUS000507,363,1.62,34472.75,558.46,1,2025-10-02
CRP000508,CUS000508,340,81.67,78323.14,63966.51,0,2025-12-02
CRP000509,CUS000509,432,84.86,53492.72,45393.92,0,2026-04-23
CRP000510,CUS000510,410,30.51,117581.33,35874.06,3,2025-12-05
CRP000511,CUS000511,558,53.65,20476.46,10985.62,0,2025-11-01
CRP000512,CUS000512,663,13.47,17452.28,2350.82,1,2025-10-18
CRP000513,CUS000513,824,60.95,33435.31,20378.82,1,2025-12-21
CRP000514,CUS000514,604,90.97,72474.28,65929.85,0,2026-07-20
CRP000515,CUS000515,882,32.67,8251.06,2695.62,0,2026-03-13
CRP000516,CUS000516,719,50.11,50148.25,25129.29,0,2026-07-24
CRP000517,CUS000517,782,29.02,108557.55,31503.4,0,2026-06-18
CRP000518,CUS000518,363,42.98,33087.57,14221.04,0,2025-10-13
CRP000519,CUS000519,834,41.62,48342.1,20119.98,0,2026-04-15
CRP000520,CUS000520,562,68.37,92764.72,63423.24,1,2025-10-08
CRP000521,CUS000521,494,76.44,29051.95,22207.31,0,2026-05-18
CRP000522,CUS000522,486,81.57,34182.84,27882.94,0,2026-05-31
CRP000523,CUS000523,471,22.09,22522.68,4975.26,0,2026-03-05
CRP000524,CUS000524,757,23.53,32870.81,7734.5,0,2026-06-26
CRP000525,CUS000525,445,93.78,19344.94,18141.68,1,2025-11-15
CRP000526,CUS000526,532,81.67,11363.78,9280.8,0,2026-03-14
CRP000527,CUS000527,525,47.19,92501.93,43651.66,1,2026-07-14
CRP000528,CUS000528,611,93.64,34219.35,32043.0,1,2026-01-12
CRP000529,CUS000529,821,13.48,49794.23,6712.26,0,2025-10-30
CRP000530,CUS000530,607,93.78,56853.13,53316.87,1,2026-04-08
CRP000531,CUS000531,377,24.08,13610.63,3277.44,0,2025-11-16
CRP000532,CUS000532,881,88.39,42916.46,37933.86,1,2026-06-21
CRP000533,CUS000533,418,44.17,86092.75,38027.17,0,2026-05-07
CRP000534,CUS000534,815,44.49,86365.23,38423.89,0,2026-06-01
CRP000535,CUS000535,343,10.6,29995.11,3179.48,0,2026-07-28
CRP000536,CUS000536,364,85.52,119754.82,102414.32,0,2025-12-08
CRP000537,CUS000537,809,80.49,84536.18,68043.17,0,2025-09-24
CRP000538,CUS000538,710,54.38,19555.1,10634.06,0,2025-12-12
CRP000539,CUS000539,728,26.18,255888.57,66991.63,0,2026-07-02
CRP000540,CUS000540,767,54.7,17611.4,9633.44,1,2026-06-07
CRP000541,CUS000541,334,54.19,16964.98,9193.32,0,2026-03-29
CRP000542,CUS000542,304,40.56,104049.68,42202.55,0,2025-10-10
CRP000543,CUS000543,764,14.55,31586.46,4595.83,1,2026-03-23
CRP000544,CUS000544,877,3.48,16424.19,571.56,0,2025-10-30
CRP000545,CUS000545,605,29.17,23369.05,6816.75,1,2026-04-02
CRP000546,CUS000546,382,62.98,151025.96,95116.15,0,2026-06-01
CRP000547,CUS000547,766,76.71,147273.4,112973.43,0,2026-04-16
CRP000548,CUS000548,729,59.92,14516.8,8698.47,0,2025-11-01
CRP000549,CUS000549,897,51.7,36786.35,19018.54,0,2026-08-03
CRP000550,CUS000550,503,80.32,32430.65,26048.3,0,2025-08-30
CRP000551,CUS000551,676,44.0,45530.13,20033.26,0,2026-06-22
CRP000552,CUS000552,675,41.6,48762.84,20285.34,0,2025-12-23
CRP000553,CUS000553,494,63.87,24237.45,15480.46,1,2025-12-29
CRP000554,CUS000554,510,35.34,42357.66,14969.2,1,2025-08-21
CRP000555,CUS000555,374,35.58,141820.92,50459.88,0,2026-07-30
CRP000556,CUS000556,691,88.0,32034.7,28190.54,2,2025-09-24
CRP000557,CUS000557,576,5.15,85780.52,4417.7,0,2026-03-05
CRP000558,CUS000558,542,57.39,101671.15,58349.07,2,2026-07-28
CRP000559,CUS000559,522,57.11,82587.54,47165.74,1,2025-09-06
CRP000560,CUS000560,361,72.47,55471.88,40200.47,0,2025-09-02
CRP000561,CUS000561,533,58.71,17780.19,10438.75,0,2025-08-28
CRP000562,CUS000562,896,25.97,59633.15,15486.73,0,2025-12-24
CRP000563,CUS000563,326,41.84,21527.96,9007.3,1,2025-10-02
CRP000564,CUS000564,652,39.24,24124.04,9466.27,0,2025-12-01
CRP000565,CUS000565,410,76.94,83705.92,64403.33,1,2026-02-19
CRP000566,CUS000566,366,19.65,10416.5,2046.84,0,2025-09-27
CRP000567,CUS000567,750,34.53,15863.88,5477.8,0,2026-02-17
CRP000568,CUS000568,362,23.77,68021.47,16168.7,0,2025-08-29
CRP000569,CUS000569,568,49.85,8585.82,4280.03,0,2026-05-21
CRP000570,CUS000570,802,13.35,25303.17,3377.97,1,2026-02-15
CRP000571,CUS000571,631,33.16,21118.94,7003.04,3,2025-09-05
CRP000572,CUS000572,852,83.16,7304.04,6074.04,0,2026-02-05
CRP000573,CUS000573,540,78.03,28879.7,22534.83,1,2026-07-24
CRP000574,CUS000574,770,88.38,53965.1,47694.36,2,2026-02-12
CRP000575,CUS000575,745,31.51,33861.54,10669.77,1,2026-03-28
CRP000576,CUS000576,873,87.58,16706.22,14631.31,0,2026-06-21
CRP000577,CUS000577,808,42.36,18837.44,7979.54,1,2026-03-07
CRP000578,CUS000578,317,59.6,44621.32,26594.31,1,2026-02-19
CRP000579,CUS000579,520,38.22,18922.75,7232.28,0,2026-08-07
CRP000580,CUS000580,643,13.28,19164.76,2545.08,1,2026-05-12
CRP000581,CUS000581,390,29.15,28165.37,8210.21,0,2026-06-25
CRP000582,CUS000582,828,86.94,31859.55,27698.69,0,2026-07-17
CRP000583,CUS000583,795,36.47,16036.16,5848.39,1,2026-06-06
CRP000584,CUS000584,493,30.82,17644.95,5438.17,0,2025-11-27
CRP000585,CUS000585,595,93.59,51829.19,48506.94,1,2025-10-29
CRP000586,CUS000586,736,34.18,10773.54,3682.4,0,2026-02-01
CRP000587,CUS000587,535,70.03,123486.13,86477.34,0,2025-11-25
CRP000588,CUS000588,855,86.27,10355.36,8933.57,0,2026-03-01
CRP000589,CUS000589,458,59.01,80757.71,47655.12,0,2026-06-06
CRP000590,CUS000590,338,12.19,64856.89,7906.05,0,2026-05-20
CRP000591,CUS000591,729,91.06,33513.12,30517.05,1,2026-05-16
CRP000592,CUS000592,334,0.7,49869.43,349.09,0,2026-04-28
CRP000593,CUS000593,362,38.72,37324.52,14452.05,0,2026-07-02
CRP000594,CUS000594,480,81.69,31425.44,25671.44,0,2026-05-16
CRP000595,CUS000595,655,8.46,19539.87,1653.07,2,2026-03-17
CRP000596,CUS000596,365,74.41,75142.71,55913.69,0,2026-01-31
CRP000597,CUS000597,483,38.79,16911.21,6559.86,0,2026-02-23
CRP000598,CUS000598,669,62.95,31738.59,19979.44,0,2026-08-01
CRP000599,CUS000599,635,91.91,61330.42,56368.79,1,2025-11-28
CRP000600,CUS000600,786,89.69,24071.42,21589.66,0,2026-01-13
CRP000601,CUS000601,359,7.21,47921.67,3455.15,1,2025-12-19
CRP000602,CUS000602,699,75.67,16962.41,12835.46,0,2026-06-16
CRP000603,CUS000603,824,60.7,26779.67,16255.26,0,2026-05-18
CRP000604,CUS000604,355,53.07,40880.97,21695.53,0,2026-02-28
CRP000605,CUS000605,535,39.19,14158.35,5548.66,0,2026-03-14
CRP000606,CUS000606,434,57.75,8442.98,4875.82,2,2026-06-16
CRP000607,CUS000607,582,44.64,28402.99,12679.09,0,2026-03-21
CRP000608,CUS000608,745,76.33,26364.88,20124.31,1,2026-01-09
CRP000609,CUS000609,798,65.73,40997.8,26947.85,1,2026-06-30
CRP000610,CUS000610,596,79.48,32741.43,26022.89,0,2026-07-02
CRP000611,CUS000611,549,20.32,33859.54,6880.26,2,2026-07-25
CRP000612,CUS000612,895,66.51,48984.85,32579.82,1,2026-04-25
CRP000613,CUS000613,386,42.11,16782.72,7067.2,0,2026-05-23
CRP000614,CUS000614,753,87.89,30279.51,26612.66,0,2026-03-10
CRP000615,CUS000615,691,28.39,48886.08,13878.76,0,2025-09-17
CRP000616,CUS000616,582,15.65,16705.5,2614.41,0,2026-01-20
CRP000617,CUS000617,341,88.47,48589.04,42986.72,1,2025-12-27
CRP000618,CUS000618,807,85.73,16670.31,14291.46,3,2026-03-10
CRP000619,CUS000619,464,1.91,66887.2,1277.55,1,2025-12-10
CRP000620,CUS000620,742,91.3,14525.99,13262.23,0,2026-08-02
CRP000621,CUS000621,623,55.55,66429.39,36901.53,0,2026-01-11
CRP000622,CUS000622,438,91.85,21349.02,19609.07,0,2025-11-11
CRP000623,CUS000623,586,44.3,81628.84,36161.58,0,2025-12-12
CRP000624,CUS000624,620,86.68,7740.04,6709.07,0,2026-02-15
CRP000625,CUS000625,759,80.46,25583.68,20584.63,1,2025-09-17
CRP000626,CUS000626,896,9.02,101864.84,9188.21,1,2026-07-05
CRP000627,CUS000627,332,21.99,42911.4,9436.22,1,2025-08-23
CRP000628,CUS000628,818,16.21,31673.31,5134.24,0,2026-02-11
CRP000629,CUS000629,804,41.28,55159.37,22769.79,0,2026-01-19
CRP000630,CUS000630,477,39.94,119562.84,47753.4,1,2026-05-15
CRP000631,CUS000631,545,40.85,426672.46,174295.7,0,2026-07-04
CRP000632,CUS000632,472,71.08,10681.22,7592.21,0,2026-05-26
CRP000633,CUS000633,412,63.79,141826.26,90470.97,1,2026-03-20
CRP000634,CUS000634,769,54.93,66695.5,36635.84,0,2026-03-20
CRP000635,CUS000635,812,40.53,54172.84,21956.25,0,2026-07-31
CRP000636,CUS000636,487,19.8,40726.32,8063.81,1,2026-06-08
CRP000637,CUS000637,352,29.5,163886.3,48346.46,0,2025-12-11
CRP000638,CUS000638,521,18.82,39037.98,7346.95,1,2025-10-11
CRP000639,CUS000639,439,80.38,46270.54,37192.26,0,2026-01-14
CRP000640,CUS000640,724,12.24,22763.57,2786.26,0,2025-10-27
CRP000641,CUS000641,774,17.93,82410.95,14776.28,0,2026-05-01
CRP000642,CUS000642,397,46.09,94445.12,43529.76,2,2025-09-28
CRP000643,CUS000643,833,77.2,124119.34,95820.13,0,2025-11-08
CRP000644,CUS000644,432,85.91,27976.54,24034.65,1,2026-07-02
CRP000645,CUS000645,390,53.14,16967.65,9016.61,0,2026-07-03
CRP000646,CUS000646,880,26.09,10390.57,2710.9,0,2026-05-02
CRP000647,CUS000647,594,91.48,44724.12,40913.62,0,2026-07-18
CRP000648,CUS000648,889,56.92,33934.01,19315.24,0,2025-08-18
CRP000649,CUS000649,534,12.75,35939.44,4582.28,1,2026-04-12
CRP000650,CUS000650,403,64.84,11799.46,7650.77,0,2026-06-01
CRP000651,CUS000651,837,22.41,29168.77,6536.72,2,2026-07-08
CRP000652,CUS000652,519,38.32,12903.99,4944.81,1,2026-01-13
CRP000653,CUS000653,322,19.76,15577.15,3078.04,1,2026-07-05
CRP000654,CUS000654,462,2.43,12261.66,297.96,0,2026-01-15
CRP000655,CUS000655,740,79.86,48401.84,38653.71,0,2026-03-26
CRP000656,CUS000656,644,1.59,28111.93,446.98,0,2026-03-09
CRP000657,CUS000657,782,61.5,68183.33,41932.75,0,2026-04-01
CRP000658,CUS000658,490,21.81,4633.49,1010.56,0,2025-10-29
CRP000659,CUS000659,333,50.17,49322.8,24745.25,0,2026-07-14
CRP000660,CUS000660,376,85.46,41066.15,35095.13,0,2025-12-02
CRP000661,CUS000661,509,77.03,55244.14,42554.56,0,2025-12-07
CRP000662,CUS000662,426,14.8,44189.87,6540.1,0,2026-01-07
CRP000663,CUS000663,747,15.22,59839.36,9107.55,0,2026-03-21
CRP000664,CUS000664,780,67.4,77246.08,52063.86,0,2025-10-17
CRP000665,CUS000665,746,56.35,113806.72,64130.09,1,2026-02-19
CRP000666,CUS000666,640,7.98,98314.22,7845.47,0,2026-07-28
CRP000667,CUS000667,430,52.28,45034.58,23544.08,0,2025-12-04
CRP000668,CUS000668,722,27.67,77828.3,21535.09,0,2026-03-28
CRP000669,CUS000669,677,12.18,11409.79,1389.71,0,2026-05-26
CRP000670,CUS000670,692,85.24,48410.67,41265.26,1,2026-03-13
CRP000671,CUS000671,453,74.09,50133.3,37143.76,0,2026-04-11
CRP000672,CUS000672,699,22.42,39652.02,8889.98,0,2026-02-14
CRP000673,CUS000673,651,70.25,67476.05,47401.93,0,2025-10-29
CRP000674,CUS000674,840,35.62,25798.42,9189.4,0,2025-11-14
CRP000675,CUS000675,876,41.95,10144.37,4255.56,0,2026-05-20
CRP000676,CUS000676,406,71.72,88784.56,63676.29,1,2026-07-26
CRP000677,CUS000677,458,6.74,38084.62,2566.9,0,2026-05-07
CRP000678,CUS000678,872,30.63,12151.58,3722.03,1,2025-10-13
CRP000679,CUS000679,813,73.45,49512.59,36367.0,0,2025-10-21
CRP000680,CUS000680,311,57.43,36192.46,20785.33,1,2025-08-23
CRP000681,CUS000681,376,27.71,27772.35,7695.72,0,2025-10-02
CRP000682,CUS000682,430,30.42,31842.18,9686.39,0,2026-07-07
CRP000683,CUS000683,587,84.38,17222.84,14532.63,0,2025-09-08
CRP000684,CUS000684,825,86.3,25511.57,22016.48,1,2026-06-29
CRP000685,CUS000685,762,10.58,19628.74,2076.72,0,2025-10-13
CRP000686,CUS000686,423,8.44,103278.42,8716.7,0,2026-06-11
CRP000687,CUS000687,414,73.06,21630.9,15803.54,0,2025-10-14
CRP000688,CUS000688,711,66.36,101242.11,67184.26,0,2026-06-12
CRP000689,CUS000689,439,68.48,27619.45,18913.8,2,2025-11-28
CRP000690,CUS000690,356,45.43,33256.18,15108.28,0,2026-04-28
CRP000691,CUS000691,664,16.61,20306.03,3372.83,1,2026-06-11
CRP000692,CUS000692,473,0.17,22255.69,37.83,0,2026-04-24
CRP000693,CUS000693,489,18.46,58161.73,10736.66,0,2026-04-11
CRP000694,CUS000694,568,77.05,27597.28,21263.7,0,2026-02-22
CRP000695,CUS000695,567,4.95,98367.71,4869.2,0,2026-05-25
CRP000696,CUS000696,783,27.22,61633.74,16776.7,0,2025-12-07
CRP000697,CUS000697,352,60.53,148636.5,89969.67,0,2026-04-21
CRP000698,CUS000698,330,3.88,10505.1,407.6,1,2026-07-03
CRP000699,CUS000699,750,93.85,91710.23,86070.05,0,2025-09-10
CRP000700,CUS000700,415,63.35,214315.41,135768.81,0,2026-05-07
CRP000701,CUS000701,421,44.31,17688.05,7837.57,0,2026-03-30
CRP000702,CUS000702,763,32.47,27348.01,8879.9,0,2025-09-01
CRP000703,CUS000703,621,86.35,18566.64,16032.29,0,2025-08-31
CRP000704,CUS000704,301,71.69,71936.37,51571.18,1,2025-09-04
CRP000705,CUS000705,421,79.84,23813.77,19012.91,0,2026-01-15
CRP000706,CUS000706,346,19.57,69129.43,13528.63,2,2026-01-05
CRP000707,CUS000707,859,92.45,29998.72,27733.82,0,2026-02-21
CRP000708,CUS000708,781,0.96,22651.71,217.46,1,2026-06-14
CRP000709,CUS000709,646,63.88,90038.83,57516.8,0,2025-10-17
CRP000710,CUS000710,548,49.64,46294.77,22980.72,1,2025-11-19
CRP000711,CUS000711,726,61.2,17863.41,10932.41,0,2026-06-11
CRP000712,CUS000712,833,79.58,29806.96,23720.38,0,2026-04-27
CRP000713,CUS000713,750,18.21,34792.94,6335.79,0,2025-08-08
CRP000714,CUS000714,663,51.72,19558.63,10115.72,0,2025-11-10
CRP000715,CUS000715,716,94.38,46659.62,44037.35,1,2025-11-29
CRP000716,CUS000716,620,89.97,150534.43,135435.83,0,2026-02-12
CRP000717,CUS000717,652,5.14,41489.77,2132.57,1,2026-04-30
CRP000718,CUS000718,682,73.44,19258.32,14143.31,0,2025-11-09
CRP000719,CUS000719,506,83.45,12159.26,10146.9,0,2025-09-30
CRP000720,CUS000720,861,63.83,20635.3,13171.51,0,2026-07-15
CRP000721,CUS000721,821,13.33,45570.75,6074.58,0,2026-03-02
CRP000722,CUS000722,329,24.75,80908.16,20024.77,0,2025-09-25
CRP000723,CUS000723,529,17.31,10943.64,1894.34,1,2026-06-29
CRP000724,CUS000724,486,49.52,14388.22,7125.05,1,2025-10-23
CRP000725,CUS000725,324,30.79,44498.75,13701.17,0,2026-02-21
CRP000726,CUS000726,780,21.63,6757.59,1461.67,1,2026-02-08
CRP000727,CUS000727,661,48.22,56549.38,27268.11,0,2026-04-11
CRP000728,CUS000728,314,44.68,107697.29,48119.15,0,2026-06-08
CRP000729,CUS000729,735,27.62,30164.97,8331.56,0,2025-09-02
CRP000730,CUS000730,361,17.59,64575.06,11358.75,1,2026-06-09
CRP000731,CUS000731,480,28.0,18366.67,5142.67,0,2026-07-23
CRP000732,CUS000732,545,37.22,65988.02,24560.74,0,2025-11-14
CRP000733,CUS000733,700,15.9,46174.48,7341.74,1,2025-08-11
CRP000734,CUS000734,393,53.45,31547.23,16861.99,0,2025-10-23
CRP000735,CUS000735,503,56.94,56955.02,32430.19,0,2025-10-11
CRP000736,CUS000736,527,25.29,115776.37,29279.84,1,2025-11-01
CRP000737,CUS000737,648,23.9,23633.08,5648.31,0,2025-12-08
CRP000738,CUS000738,867,44.87,13535.32,6073.3,2,2025-11-18
CRP000739,CUS000739,791,39.27,19973.83,7843.72,0,2026-04-18
CRP000740,CUS000740,642,13.71,16038.17,2198.83,0,2026-01-18
CRP000741,CUS000741,785,86.43,25285.85,21854.56,1,2026-04-02
CRP000742,CUS000742,707,31.5,12519.28,3943.57,0,2026-02-26
CRP000743,CUS000743,444,59.01,40639.33,23981.27,2,2026-03-11
CRP000744,CUS000744,578,17.07,50709.49,8656.11,1,2026-06-03
