loan_id,customer_id,institution_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_status,start_date,end_date
LOAN000262,CUS002644,INS000002,Personal,386011.43,281115.57,16.805,Active,2023-06-25,2025-06-25
LOAN000263,CUS001252,INS000003,Auto,57220.31,9180.69,9.921,Active,2025-02-20,2028-02-20
LOAN000264,CUS005869,INS000005,Personal,88216.77,5510.32,14.24,Active,2024-11-16,2026-11-16
LOAN000265,CUS004021,INS000005,Personal,572631.24,146771.03,12.477,Active,2021-09-10,2022-09-10
LOAN000266,CUS000286,INS000005,Auto,250998.41,67706.43,13.259,Active,2026-03-14,2029-03-14
LOAN000267,CUS005349,INS000002,Auto,285188.68,252235.73,11.615,Active,2022-06-11,2025-06-11
LOAN000268,CUS004003,INS000002,Personal,134902.75,5551.53,10.201,Active,2026-07-31,2028-07-31
LOAN000269,CUS008527,INS000001,Personal,251053.1,28954.04,7.968,Active,2022-06-28,2024-06-28
LOAN000270,CUS008802,INS000001,Education,643488.15,210894.31,13.004,Closed,2026-08-05,2029-08-05
LOAN000271,CUS007361,INS000002,Auto,142414.08,121465.27,8.006,Active,2026-03-19,2027-03-19
LOAN000272,CUS003454,INS000002,Personal,110713.71,9348.81,17.167,Defaulted,2025-03-24,2030-03-24
LOAN000273,CUS004261,INS000001,Personal,209775.35,61029.27,16.171,Defaulted,2026-08-07,2027-08-07
LOAN000274,CUS000883,INS000003,Personal,156969.09,97708.9,17.47,Active,2023-08-07,2027-08-07
LOAN000275,CUS006413,INS000002,Personal,51113.78,18109.81,14.072,Active,2026-01-25,2029-01-25
LOAN000276,CUS006757,INS000002,Home,97300.61,58906.8,16.805,Active,2025-02-09,2028-02-09
LOAN000277,CUS007331,INS000002,Personal,299862.16,149090.06,8.455,Closed,2025-08-07,2030-08-07
LOAN000278,CUS001865,INS000004,Personal,411177.79,313781.16,11.118,Closed,2024-08-01,2026-08-01
LOAN000279,CUS002154,INS000004,Auto,175335.66,9331.18,16.325,Active,2024-09-21,2025-09-21
LOAN000280,CUS008246,INS000005,Personal,551957.82,415932.78,8.821,Active,2024-07-13,2026-07-13
LOAN000281,CUS000992,INS000003,Auto,159977.92,149522.19,11.112,Closed,2022-12-15,2026-12-15
LOAN000282,CUS009250,INS000005,Personal,55786.08,10265.75,11.478,Defaulted,2023-12-12,2024-12-12
LOAN000283,CUS006062,INS000001,Education,431384.78,250819.1,14.659,Active,2022-09-06,2027-09-06
LOAN000284,CUS002870,INS000002,Auto,166145.46,79383.68,9.939,Active,2021-11-06,2024-11-06
LOAN000285,CUS001836,INS000002,Education,233521.38,209116.53,15.005,Active,2023-05-06,2026-05-06
LOAN000286,CUS001469,INS000001,Education,55637.35,13411.31,9.117,Active,2024-02-23,2029-02-23
LOAN000287,CUS004631,INS000003,Personal,159679.53,119640.57,13.184,Active,2023-10-09,2027-10-09
LOAN000288,CUS002437,INS000003,Personal,180107.31,102735.01,14.013,Active,2022-06-16,2027-06-16
LOAN000289,CUS005237,INS000001,Auto,146674.84,23205.86,12.01,Active,2022-08-23,2023-08-23
LOAN000290,CUS002469,INS000005,Personal,296511.97,81597.22,9.936,Closed,2025-09-02,2029-09-02
LOAN000291,CUS006471,INS000003,Education,231884.44,64209.4,17.331,Active,2025-08-13,2027-08-13
LOAN000292,CUS001299,INS000004,Personal,57427.12,5684.67,10.485,Defaulted,2023-06-30,2028-06-30
LOAN000293,CUS006100,INS000004,Auto,175791.0,134039.07,16.656,Active,2024-01-26,2025-01-26
LOAN000294,CUS007376,INS000005,Auto,50016.42,45779.66,14.791,Closed,2026-03-15,2030-03-15
LOAN000295,CUS007020,INS000005,Home,248382.98,136232.02,14.314,Defaulted,2024-01-30,2025-01-30
LOAN000296,CUS006269,INS000005,Personal,93669.79,278.54,17.623,Active,2025-08-16,2028-08-16
LOAN000297,CUS002253,INS000001,Education,148311.16,1317.73,9.426,Active,2025-09-26,2026-09-26
LOAN000298,CUS006707,INS000002,Education,202545.42,25387.52,12.224,Active,2024-04-06,2027-04-06
LOAN000299,CUS000179,INS000005,Home,473049.53,176804.58,16.564,Active,2021-11-16,2023-11-16
LOAN000300,CUS002230,INS000003,Personal,158318.7,125842.88,15.691,Active,2024-07-12,2027-07-12
LOAN000301,CUS004799,INS000005,Home,230844.9,22498.82,9.335,Active,2024-11-02,2027-11-02
LOAN000302,CUS009700,INS000004,Personal,159711.07,64718.03,9.981,Active,2025-07-25,2028-07-25
LOAN000303,CUS008595,INS000002,Personal,195761.9,120124.64,10.19,Closed,2023-05-21,2025-05-21
LOAN000304,CUS008696,INS000004,Auto,316924.0,121347.31,11.423,Active,2026-01-27,2031-01-27
LOAN000305,CUS005012,INS000005,Auto,161373.62,84790.57,13.829,Defaulted,2021-10-31,2023-10-31
LOAN000306,CUS007481,INS000001,Personal,337004.4,33684.65,12.416,Closed,2024-03-08,2029-03-08
LOAN000307,CUS003661,INS000001,Home,198447.02,109617.99,15.085,Active,2025-09-20,2027-09-20
LOAN000308,CUS000208,INS000003,Home,70229.92,5310.33,13.693,Active,2025-01-07,2026-01-07
LOAN000309,CUS003344,INS000004,Home,523545.48,43472.73,16.106,Closed,2024-05-03,2029-05-03
LOAN000310,CUS003421,INS000004,Home,259591.08,120970.61,16.657,Active,2021-12-08,2022-12-08
LOAN000311,CUS000572,INS000002,Home,50000.0,1939.57,15.296,Closed,2026-02-04,2027-02-04
LOAN000312,CUS006165,INS000002,Home,131873.23,79328.75,15.87,Active,2021-09-25,2024-09-25
LOAN000313,CUS003770,INS000004,Auto,1038121.23,837319.6,8.77,Active,2023-05-03,2025-05-03
LOAN000314,CUS000469,INS000001,Home,292401.3,216309.61,15.357,Active,2021-12-11,2026-12-11
LOAN000315,CUS006433,INS000002,Home,316542.03,90904.11,11.058,Active,2026-05-22,2030-05-22
LOAN000316,CUS009487,INS000002,Personal,391353.86,240598.48,14.276,Active,2021-10-30,2023-10-30
LOAN000317,CUS008111,INS000004,Home,50203.07,24160.64,11.3,Active,2022-01-21,2024-01-21
LOAN000318,CUS001996,INS000001,Auto,67782.95,52507.79,7.977,Active,2024-03-07,2026-03-07
LOAN000319,CUS008612,INS000005,Education,143160.23,126851.41,7.507,Active,2024-05-16,2029-05-16
LOAN000320,CUS006394,INS000001,Personal,176816.3,34194.37,14.598,Active,2022-08-08,2027-08-08
LOAN000321,CUS000126,INS000004,Personal,133731.18,2660.89,12.222,Active,2025-12-28,2027-12-28
LOAN000322,CUS005502,INS000001,Auto,282334.69,160678.05,11.612,Active,2025-03-21,2026-03-21
LOAN000323,CUS007079,INS000002,Education,284029.33,231786.86,16.657,Active,2023-02-24,2024-02-24
LOAN000324,CUS003241,INS000004,Personal,451706.3,373600.9,9.499,Closed,2022-07-22,2024-07-22
LOAN000325,CUS008268,INS000003,Personal,908907.64,521237.71,11.032,Active,2023-01-21,2027-01-21
LOAN000326,CUS004277,INS000005,Personal,52677.26,44899.47,14.985,Active,2025-02-22,2028-02-22
LOAN000327,CUS004576,INS000002,Personal,251951.82,5896.72,13.453,Active,2022-02-07,2024-02-07
LOAN000328,CUS002791,INS000004,Auto,185095.1,141696.49,10.179,Closed,2024-12-03,2026-12-03
LOAN000329,CUS002786,INS000003,Education,245968.13,84229.08,11.233,Closed,2021-12-23,2024-12-23
LOAN000330,CUS008260,INS000005,Auto,90420.61,12747.69,14.51,Active,2026-03-03,2027-03-03
LOAN000331,CUS008622,INS000004,Personal,262539.07,12503.98,16.073,Active,2021-11-27,2026-11-27
LOAN000332,CUS003061,INS000003,Education,144876.2,128157.26,11.258,Active,2025-07-22,2026-07-22
LOAN000333,CUS002653,INS000002,Personal,164383.35,14562.19,16.998,Active,2025-03-27,2027-03-27
LOAN000334,CUS006084,INS000004,Personal,50000.0,4835.88,11.644,Active,2026-02-24,2030-02-24
LOAN000335,CUS002626,INS000002,Personal,81556.64,26197.05,13.572,Active,2021-10-07,2024-10-07
LOAN000336,CUS009822,INS000003,Home,50000.0,8844.21,15.483,Active,2025-11-02,2026-11-02
LOAN000337,CUS009076,INS000001,Personal,411609.35,117330.67,16.474,Active,2024-03-08,2025-03-08
LOAN000338,CUS005753,INS000001,Auto,78299.49,38769.9,10.386,Active,2025-07-14,2027-07-14
LOAN000339,CUS004366,INS000005,Auto,217377.23,44648.28,12.95,Closed,2026-03-22,2028-03-22
LOAN000340,CUS007645,INS000001,Education,396773.86,266489.44,15.453,Active,2024-04-21,2026-04-21
LOAN000341,CUS005624,INS000002,Personal,147596.69,52180.15,14.026,Defaulted,2024-02-10,2028-02-10
LOAN000342,CUS009762,INS000003,Home,99067.39,12364.57,16.48,Defaulted,2023-08-18,2028-08-18
LOAN000343,CUS007455,INS000005,Home,106285.24,89283.03,9.452,Active,2022-10-02,2023-10-02
LOAN000344,CUS009218,INS000003,Personal,232433.16,98423.81,16.745,Active,2024-12-28,2027-12-28
LOAN000345,CUS005520,INS000001,Education,92470.19,19000.27,13.564,Closed,2026-04-16,2028-04-16
LOAN000346,CUS007743,INS000005,Education,158848.57,93328.04,17.767,Closed,2024-01-01,2028-01-01
LOAN000347,CUS000329,INS000002,Auto,265560.52,152107.33,8.107,Active,2023-08-21,2028-08-21
LOAN000348,CUS005002,INS000005,Education,50000.0,27030.48,14.256,Active,2024-06-14,2029-06-14
LOAN000349,CUS000421,INS000002,Personal,50000.0,17857.52,7.812,Active,2022-07-05,2027-07-05
LOAN000350,CUS004232,INS000003,Personal,147503.05,56045.07,10.945,Closed,2021-12-27,2025-12-27
LOAN000351,CUS007446,INS000001,Auto,106911.99,14146.58,7.695,Closed,2021-11-29,2025-11-29
LOAN000352,CUS004686,INS000004,Personal,80459.27,37246.93,7.516,Active,2023-03-27,2027-03-27
LOAN000353,CUS003136,INS000003,Personal,211870.16,159532.48,13.902,Active,2023-01-25,2024-01-25
LOAN000354,CUS009019,INS000004,Auto,119731.18,25337.89,11.168,Active,2024-03-03,2029-03-03
LOAN000355,CUS004196,INS000005,Personal,82822.56,51875.26,11.502,Active,2025-01-06,2030-01-06
LOAN000356,CUS004388,INS000002,Auto,102063.22,42796.85,10.733,Active,2026-06-19,2029-06-19
LOAN000357,CUS003052,INS000003,Personal,299098.16,67090.68,17.779,Active,2023-12-11,2025-12-11
LOAN000358,CUS008188,INS000002,Personal,473461.84,15.56,9.303,Active,2025-10-09,2029-10-09
LOAN000359,CUS002588,INS000001,Home,188346.16,107110.37,10.77,Active,2024-09-18,2027-09-18
LOAN000360,CUS001894,INS000002,Personal,152707.82,18937.33,9.784,Active,2026-04-25,2029-04-25
LOAN000361,CUS004397,INS000002,Personal,187247.34,49104.48,13.669,Active,2023-12-06,2026-12-06
LOAN000362,CUS002841,INS000001,Personal,79060.48,57054.52,14.616,Active,2023-03-31,2025-03-31
LOAN000363,CUS002509,INS000002,Personal,176972.41,77585.78,15.486,Active,2024-09-09,2028-09-09
LOAN000364,CUS000921,INS000003,Auto,155858.06,65201.56,12.334,Active,2024-11-27,2029-11-27
LOAN000365,CUS008544,INS000003,Auto,113710.5,49675.73,14.879,Active,2022-03-01,2023-03-01
LOAN000366,CUS004378,INS000003,Home,205842.72,131062.98,15.89,Defaulted,2024-07-16,2025-07-16
LOAN000367,CUS007685,INS000005,Auto,446134.2,353952.28,14.147,Closed,2025-08-26,2026-08-26
LOAN000368,CUS005496,INS000003,Education,779295.13,314973.13,13.267,Active,2024-05-18,2029-05-18
LOAN000369,CUS004065,INS000002,Auto,59027.54,31731.54,16.606,Active,2021-08-19,2023-08-19
LOAN000370,CUS004767,INS000005,Education,78495.41,71995.56,14.132,Active,2021-12-12,2023-12-12
LOAN000371,CUS002611,INS000005,Personal,344109.41,117074.64,13.066,Active,2025-05-11,2029-05-11
LOAN000372,CUS008074,INS000003,Personal,166353.01,132922.21,13.615,Active,2024-03-15,2027-03-15
LOAN000373,CUS005586,INS000003,Home,135735.67,89935.17,11.293,Active,2023-06-10,2026-06-10
LOAN000374,CUS006540,INS000004,Personal,249925.92,120673.45,13.323,Active,2026-04-06,2030-04-06
LOAN000375,CUS003035,INS000003,Home,170352.83,36206.56,11.895,Active,2024-06-01,2027-06-01
LOAN000376,CUS003779,INS000001,Education,53481.44,45469.1,17.085,Active,2022-12-18,2027-12-18
LOAN000377,CUS002650,INS000005,Personal,65303.48,24606.36,17.301,Active,2023-01-20,2028-01-20
LOAN000378,CUS003730,INS000001,Home,167585.65,132723.28,12.482,Active,2026-07-13,2028-07-13
LOAN000379,CUS003347,INS000001,Auto,641434.15,238841.47,14.926,Active,2021-08-31,2022-08-31
LOAN000380,CUS001689,INS000005,Home,63250.11,36543.16,14.263,Active,2022-11-27,2024-11-27
LOAN000381,CUS009251,INS000003,Education,108739.12,33190.78,15.027,Defaulted,2024-08-30,2028-08-30
LOAN000382,CUS006275,INS000001,Personal,83017.25,55753.05,13.394,Closed,2023-05-26,2024-05-26
LOAN000383,CUS003299,INS000004,Personal,338297.08,81567.23,14.631,Active,2025-05-13,2028-05-13
LOAN000384,CUS000886,INS000002,Personal,244918.65,10588.35,13.578,Active,2025-09-16,2028-09-16
LOAN000385,CUS006396,INS000002,Personal,196948.98,51516.47,14.994,Active,2026-01-18,2027-01-18
LOAN000386,CUS000846,INS000005,Personal,181619.73,99958.36,17.118,Active,2022-06-09,2027-06-09
LOAN000387,CUS007397,INS000001,Auto,138238.77,18068.23,13.336,Closed,2022-02-07,2025-02-07
LOAN000388,CUS008048,INS000004,Home,407534.26,24273.27,15.726,Active,2024-11-08,2028-11-08
LOAN000389,CUS000336,INS000002,Education,137988.93,38542.73,11.259,Active,2022-01-11,2026-01-11
LOAN000390,CUS001414,INS000005,Personal,314514.62,35638.18,9.129,Active,2022-09-09,2027-09-09
LOAN000391,CUS005489,INS000005,Auto,265052.71,217921.56,16.842,Active,2024-10-27,2027-10-27
LOAN000392,CUS004118,INS000002,Personal,56700.48,48399.06,14.946,Closed,2022-07-16,2023-07-16
LOAN000393,CUS009612,INS000005,Personal,393442.07,162335.03,9.441,Active,2026-04-15,2028-04-15
LOAN000394,CUS004709,INS000004,Home,246705.67,5136.96,11.23,Closed,2025-06-23,2030-06-23
LOAN000395,CUS001649,INS000002,Home,90941.16,67716.99,11.39,Active,2023-09-08,2024-09-08
LOAN000396,CUS007248,INS000002,Personal,603264.94,354082.65,9.204,Closed,2022-01-25,2026-01-25
LOAN000397,CUS007419,INS000001,Home,532766.21,97764.64,8.375,Active,2026-07-11,2030-07-11
LOAN000398,CUS009798,INS000001,Home,62773.85,55058.83,10.648,Active,2024-06-09,2027-06-09
LOAN000399,CUS007631,INS000004,Education,129542.16,43855.98,13.716,Closed,2026-02-10,2028-02-10
LOAN000400,CUS004546,INS000003,Auto,66979.68,33152.45,12.475,Active,2022-04-22,2023-04-22
LOAN000401,CUS007835,INS000003,Home,167778.64,10480.82,12.767,Active,2024-02-06,2027-02-06
LOAN000402,CUS006972,INS000003,Personal,317209.67,161626.34,10.648,Active,2026-03-04,2030-03-04
LOAN000403,CUS002035,INS000005,Education,53590.92,29725.33,15.31,Active,2023-04-02,2026-04-02
LOAN000404,CUS002229,INS000004,Personal,248621.1,64553.72,15.92,Active,2024-09-14,2025-09-14
LOAN000405,CUS008058,INS000005,Personal,381537.91,261622.61,16.427,Active,2021-08-16,2026-08-16
LOAN000406,CUS006819,INS000003,Auto,136111.77,84672.26,13.669,Closed,2023-08-17,2025-08-17
LOAN000407,CUS002421,INS000004,Auto,75253.09,27230.56,17.0,Active,2025-01-06,2026-01-06
LOAN000408,CUS001605,INS000005,Auto,437298.89,181399.31,8.953,Active,2026-02-10,2031-02-10
LOAN000409,CUS007482,INS000005,Home,124323.56,56705.45,13.983,Active,2024-06-09,2025-06-09
LOAN000410,CUS009527,INS000003,Home,318284.98,35368.41,13.398,Active,2026-05-15,2027-05-15
LOAN000411,CUS006787,INS000001,Personal,147671.46,100459.26,12.157,Active,2024-02-20,2027-02-20
LOAN000412,CUS007340,INS000005,Auto,153691.82,8411.81,13.261,Active,2023-01-24,2027-01-24
LOAN000413,CUS006092,INS000001,Home,75124.45,26733.15,8.188,Active,2026-04-11,2028-04-11
LOAN000414,CUS001650,INS000004,Auto,89942.07,35387.21,14.976,Defaulted,2025-09-13,2026-09-13
LOAN000415,CUS004689,INS000001,Personal,172631.85,48795.81,12.347,Active,2024-06-02,2027-06-02
LOAN000416,CUS009447,INS000004,Personal,220779.41,29432.09,16.171,Active,2026-01-18,2031-01-18
LOAN000417,CUS001304,INS000005,Personal,193969.4,144066.34,15.443,Active,2025-03-24,2027-03-24
LOAN000418,CUS002628,INS000003,Personal,118096.25,65057.82,15.458,Closed,2024-01-01,2026-01-01
LOAN000419,CUS004825,INS000005,Personal,861431.4,66626.25,10.591,Active,2025-10-23,2026-10-23
LOAN000420,CUS001267,INS000003,Personal,192081.22,177439.83,14.317,Active,2021-09-08,2022-09-08
LOAN000421,CUS005984,INS000004,Personal,284714.84,139339.44,15.908,Active,2025-07-10,2026-07-10
LOAN000422,CUS008786,INS000001,Personal,317387.97,259082.32,13.409,Active,2022-04-26,2027-04-26
LOAN000423,CUS000310,INS000005,Education,81426.38,20717.17,8.972,Closed,2025-08-23,2026-08-23
LOAN000424,CUS004884,INS000005,Personal,609075.23,455257.78,15.337,Closed,2023-03-05,2028-03-05
LOAN000425,CUS000777,INS000002,Personal,105723.6,75676.75,16.293,Active,2022-05-03,2023-05-03
LOAN000426,CUS007059,INS000005,Education,54118.36,10857.82,8.726,Active,2025-09-20,2029-09-20
LOAN000427,CUS005327,INS000004,Personal,60040.68,4371.01,12.357,Closed,2024-04-08,2028-04-08
LOAN000428,CUS005670,INS000001,Personal,71852.55,3559.67,9.29,Active,2023-05-15,2027-05-15
LOAN000429,CUS007214,INS000002,Personal,85226.34,47959.18,13.471,Active,2022-08-20,2026-08-20
LOAN000430,CUS001149,INS000002,Personal,177330.08,4099.18,17.504,Closed,2022-09-26,2025-09-26
LOAN000431,CUS002651,INS000001,Home,343878.72,168412.14,7.709,Active,2024-05-22,2026-05-22
LOAN000432,CUS007891,INS000003,Education,128252.57,6328.59,9.549,Active,2026-01-31,2029-01-31
LOAN000433,CUS004782,INS000005,Personal,157919.16,41468.87,11.323,Active,2023-07-23,2027-07-23
LOAN000434,CUS006372,INS000002,Auto,388679.11,357549.43,8.578,Active,2026-05-26,2030-05-26
LOAN000435,CUS002839,INS000001,Personal,116912.02,75097.44,9.862,Active,2026-06-30,2029-06-30
LOAN000436,CUS008092,INS000003,Personal,220600.66,101136.01,14.936,Active,2026-08-04,2027-08-04
LOAN000437,CUS001543,INS000003,Personal,292724.31,5710.15,7.625,Active,2024-05-28,2027-05-28
LOAN000438,CUS000800,INS000003,Personal,427751.99,147140.63,9.763,Defaulted,2023-02-15,2025-02-15
LOAN000439,CUS000842,INS000005,Personal,91916.58,7712.15,12.022,Active,2023-05-21,2026-05-21
LOAN000440,CUS006383,INS000004,Home,385654.78,278302.54,11.942,Active,2024-02-27,2027-02-27
LOAN000441,CUS008421,INS000001,Personal,160988.54,83545.27,15.465,Defaulted,2023-06-14,2028-06-14
LOAN000442,CUS009468,INS000002,Auto,50000.0,22676.65,7.858,Active,2022-12-19,2027-12-19
LOAN000443,CUS006805,INS000003,Education,97186.32,91017.45,8.827,Active,2023-02-14,2026-02-14
LOAN000444,CUS004559,INS000002,Education,78752.94,53863.37,9.614,Active,2025-06-17,2028-06-17
LOAN000445,CUS008088,INS000002,Personal,149436.26,112920.63,11.805,Active,2022-01-13,2027-01-13
LOAN000446,CUS006494,INS000005,Home,191808.53,130938.81,14.062,Active,2022-05-09,2026-05-09
LOAN000447,CUS008986,INS000005,Personal,306098.68,181261.17,9.192,Active,2026-01-05,2027-01-05
LOAN000448,CUS005249,INS000004,Education,303622.64,205434.14,13.412,Closed,2025-06-15,2029-06-15
LOAN000449,CUS008967,INS000005,Auto,167020.38,1059.18,15.322,Closed,2024-01-29,2028-01-29
LOAN000450,CUS006145,INS000004,Auto,50000.0,45489.97,17.28,Active,2024-02-09,2029-02-09
LOAN000451,CUS002116,INS000005,Home,80917.06,27076.77,12.971,Active,2023-06-01,2028-06-01
LOAN000452,CUS009788,INS000004,Home,239131.28,209061.67,9.727,Active,2025-02-23,2030-02-23
LOAN000453,CUS001428,INS000003,Personal,119029.48,25061.61,8.61,Active,2025-06-07,2026-06-07
LOAN000454,CUS003126,INS000002,Personal,72592.0,5906.99,11.573,Active,2023-06-26,2027-06-26
LOAN000455,CUS007134,INS000003,Personal,50000.0,42927.44,17.097,Closed,2025-03-31,2026-03-31
LOAN000456,CUS001748,INS000003,Auto,206049.3,156906.0,12.089,Closed,2022-01-07,2024-01-07
LOAN000457,CUS009732,INS000004,Auto,177776.21,120361.16,15.062,Active,2024-09-21,2025-09-21
LOAN000458,CUS000569,INS000004,Home,343613.79,145923.19,17.885,Active,2026-05-10,2029-05-10
LOAN000459,CUS003832,INS000002,Home,527946.75,175935.91,16.648,Closed,2022-11-29,2025-11-29
LOAN000460,CUS001089,INS000004,Personal,73907.0,67820.82,16.879,Closed,2026-03-04,2031-03-04
LOAN000461,CUS001269,INS000001,Personal,430120.61,68649.18,17.546,Active,2024-01-15,2027-01-15
LOAN000462,CUS000415,INS000001,Auto,50000.0,29444.73,15.142,Active,2025-03-10,2027-03-10
LOAN000463,CUS004944,INS000002,Education,256646.19,158554.49,17.993,Active,2023-09-08,2026-09-08
LOAN000464,CUS009129,INS000004,Personal,518097.57,31234.84,9.592,Active,2023-05-23,2024-05-23
LOAN000465,CUS007013,INS000005,Home,68305.67,17254.05,11.477,Active,2026-06-28,2031-06-28
LOAN000466,CUS002642,INS000003,Personal,238144.83,36902.03,14.786,Active,2026-02-02,2030-02-02
LOAN000467,CUS006027,INS000001,Personal,96384.9,4954.1,12.851,Active,2022-02-10,2026-02-10
LOAN000468,CUS006251,INS000004,Personal,101964.71,57081.89,13.45,Active,2024-12-26,2028-12-26
LOAN000469,CUS006161,INS000003,Auto,321365.35,185012.82,15.109,Active,2025-11-14,2030-11-14
LOAN000470,CUS003436,INS000003,Home,175259.5,29986.69,9.789,Active,2024-07-21,2028-07-21
LOAN000471,CUS007653,INS000004,Education,62291.06,39253.96,13.109,Active,2023-05-24,2028-05-24
LOAN000472,CUS005902,INS000001,Auto,266352.6,70701.94,9.64,Closed,2024-03-08,2028-03-08
LOAN000473,CUS002602,INS000003,Education,285827.54,250654.4,15.631,Active,2023-05-11,2027-05-11
LOAN000474,CUS007769,INS000004,Personal,329261.0,117216.61,15.63,Active,2026-07-13,2028-07-13
LOAN000475,CUS008100,INS000003,Personal,99377.91,12944.57,14.997,Active,2026-04-07,2029-04-07
LOAN000476,CUS007878,INS000002,Education,56713.61,42460.66,12.716,Defaulted,2023-06-25,2024-06-25
LOAN000477,CUS005092,INS000002,Education,160903.84,83107.4,13.153,Active,2022-09-30,2024-09-30
LOAN000478,CUS002232,INS000004,Home,78506.22,65577.72,15.815,Active,2021-12-22,2025-12-22
LOAN000479,CUS007562,INS000003,Personal,326977.1,200839.32,15.71,Active,2022-01-06,2025-01-06
LOAN000480,CUS000216,INS000003,Personal,245115.86,216446.98,17.943,Active,2022-03-28,2027-03-28
LOAN000481,CUS006695,INS000002,Personal,194370.63,121438.34,14.517,Defaulted,2022-08-31,2026-08-31
LOAN000482,CUS008129,INS000004,Auto,536075.58,505598.27,17.088,Active,2026-01-17,2030-01-17
