ticket_id,customer_id,institution_id,issue_category,priority,status,created_date,resolved_date
TKT000316,CUS002198,INS000005,Payment Issue,Critical,Closed,2025-01-25,2025-01-27
TKT000317,CUS006152,INS000005,Fraud Report,Low,Resolved,2024-12-31,2025-01-02
TKT000318,CUS006365,INS000001,Transaction Issue,Low,Closed,2026-05-02,2026-05-09
TKT000319,CUS007864,INS000002,Technical Issue,High,In Progress,2026-02-10,
TKT000320,CUS002331,INS000001,Fraud Report,High,Closed,2025-04-12,2025-04-15
TKT000321,CUS002105,INS000002,Payment Issue,High,Closed,2025-03-17,2025-03-18
TKT000322,CUS009572,INS000003,Card Issue,Medium,Resolved,2026-03-14,2026-03-15
TKT000323,CUS004246,INS000002,Transaction Issue,Low,Closed,2025-11-19,2025-11-20
TKT000324,CUS000494,INS000001,Loan Query,Critical,Resolved,2025-01-31,2025-02-07
TKT000325,CUS002294,INS000004,Transaction Issue,Low,Open,2026-04-03,
TKT000326,CUS006215,INS000005,Technical Issue,Medium,Open,2025-04-10,
TKT000327,CUS007966,INS000004,Payment Issue,High,Resolved,2026-04-05,2026-04-07
TKT000328,CUS003736,INS000005,Payment Issue,Medium,In Progress,2026-05-23,
TKT000329,CUS009515,INS000004,Payment Issue,High,Closed,2026-02-14,2026-02-18
TKT000330,CUS006391,INS000005,Card Issue,Medium,Resolved,2026-03-28,2026-04-04
TKT000331,CUS008007,INS000003,Transaction Issue,Medium,Closed,2024-11-26,2024-12-01
TKT000332,CUS001769,INS000001,Card Issue,Medium,Closed,2025-08-15,2025-08-22
TKT000333,CUS005423,INS000001,Payment Issue,Low,Resolved,2025-01-18,2025-01-24
TKT000334,CUS003648,INS000003,Account Issue,Medium,Closed,2026-07-24,2026-07-29
TKT000335,CUS000111,INS000001,Technical Issue,Low,Resolved,2024-09-21,2024-09-22
TKT000336,CUS008870,INS000005,Payment Issue,Medium,Closed,2025-08-15,2025-08-19
TKT000337,CUS008101,INS000002,Payment Issue,Low,Resolved,2025-04-23,2025-04-24
TKT000338,CUS008161,INS000004,Payment Issue,Medium,Closed,2024-10-28,2024-11-02
TKT000339,CUS003459,INS000002,Technical Issue,Low,Open,2026-07-02,
TKT000340,CUS009301,INS000002,Technical Issue,Medium,Resolved,2026-03-23,2026-03-24
TKT000341,CUS000440,INS000001,Fraud Report,Medium,In Progress,2024-12-15,
TKT000342,CUS002010,INS000003,Account Issue,Low,Closed,2025-03-28,2025-04-01
TKT000343,CUS009032,INS000001,Card Issue,High,Closed,2025-04-21,2025-04-22
TKT000344,CUS008977,INS000003,Card Issue,High,Resolved,2024-10-16,2024-10-19
TKT000345,CUS001768,INS000001,Payment Issue,Medium,Resolved,2025-12-18,2025-12-19
TKT000346,CUS007723,INS000003,Payment Issue,Low,In Progress,2026-05-18,
TKT000347,CUS008740,INS000005,Transaction Issue,Medium,Closed,2026-04-18,2026-04-24
TKT000348,CUS009871,INS000005,Payment Issue,Critical,Resolved,2025-03-09,2025-03-13
TKT000349,CUS005295,INS000004,Card Issue,Low,Resolved,2025-03-19,2025-03-24
TKT000350,CUS004609,INS000001,Transaction Issue,Medium,Closed,2026-06-12,2026-06-16
TKT000351,CUS003116,INS000002,Card Issue,Low,Closed,2024-11-19,2024-11-24
TKT000352,CUS003519,INS000004,Payment Issue,Medium,Closed,2025-01-20,2025-01-24
TKT000353,CUS005349,INS000002,Card Issue,High,Resolved,2026-06-19,2026-06-22
TKT000354,CUS006221,INS000004,Card Issue,Medium,Open,2025-03-01,
TKT000355,CUS006552,INS000002,Technical Issue,Medium,Resolved,2025-12-14,2025-12-20
TKT000356,CUS000536,INS000005,Card Issue,Medium,Closed,2025-04-16,2025-04-22
TKT000357,CUS006434,INS000005,Transaction Issue,High,Resolved,2026-04-21,2026-04-22
TKT000358,CUS004035,INS000001,Technical Issue,High,Closed,2026-01-30,2026-02-03
TKT000359,CUS002463,INS000003,Payment Issue,High,Resolved,2024-09-03,2024-09-05
TKT000360,CUS000778,INS000005,Card Issue,High,In Progress,2026-07-26,
TKT000361,CUS001061,INS000001,Technical Issue,Medium,Closed,2025-05-10,2025-05-16
TKT000362,CUS004040,INS000003,Loan Query,Critical,Resolved,2026-04-01,2026-04-06
TKT000363,CUS005735,INS000005,Account Issue,Medium,Closed,2026-04-16,2026-04-19
TKT000364,CUS002825,INS000004,Transaction Issue,Medium,Resolved,2025-02-22,2025-02-26
TKT000365,CUS008631,INS000001,Card Issue,Low,Resolved,2025-05-01,2025-05-05
TKT000366,CUS001279,INS000002,Loan Query,Low,Closed,2026-02-06,2026-02-09
TKT000367,CUS004032,INS000005,Card Issue,Low,Closed,2025-10-19,2025-10-25
TKT000368,CUS009042,INS000002,Account Issue,Low,Resolved,2025-04-05,2025-04-12
TKT000369,CUS006718,INS000005,Technical Issue,High,Resolved,2026-02-04,2026-02-06
TKT000370,CUS004018,INS000003,Loan Query,Medium,Resolved,2026-08-01,2026-08-07
TKT000371,CUS002454,INS000004,Card Issue,Low,Resolved,2026-03-18,2026-03-24
TKT000372,CUS000267,INS000004,Account Issue,Low,Closed,2026-03-13,2026-03-17
TKT000373,CUS008253,INS000001,Transaction Issue,Medium,Closed,2025-07-24,2025-07-29
TKT000374,CUS001235,INS000002,Loan Query,High,Open,2026-07-01,
TKT000375,CUS003870,INS000002,Payment Issue,High,Resolved,2026-01-30,2026-02-01
TKT000376,CUS007203,INS000001,Account Issue,Medium,Closed,2025-03-10,2025-03-13
TKT000377,CUS004364,INS000005,Loan Query,Medium,Resolved,2024-10-19,2024-10-23
TKT000378,CUS005971,INS000001,Technical Issue,Low,Resolved,2024-10-08,2024-10-10
TKT000379,CUS009751,INS000001,Technical Issue,High,Closed,2026-07-30,2026-08-03
TKT000380,CUS001839,INS000003,Payment Issue,Medium,Resolved,2025-02-24,2025-02-25
TKT000381,CUS000355,INS000002,Account Issue,Medium,Resolved,2026-04-30,2026-05-05
TKT000382,CUS008638,INS000002,Transaction Issue,Low,Closed,2025-08-23,2025-08-30
TKT000383,CUS007745,INS000004,Fraud Report,Low,Resolved,2026-03-21,2026-03-25
TKT000384,CUS008280,INS000004,Account Issue,Low,Closed,2025-11-04,2025-11-10
TKT000385,CUS007144,INS000003,Card Issue,High,Open,2025-12-02,
TKT000386,CUS001022,INS000001,Transaction Issue,Low,Open,2026-05-31,
TKT000387,CUS009279,INS000004,Transaction Issue,High,Closed,2025-04-29,2025-05-01
TKT000388,CUS006474,INS000005,Payment Issue,High,Resolved,2026-07-12,2026-07-14
TKT000389,CUS000712,INS000005,Transaction Issue,Low,Closed,2025-11-24,2025-11-27
TKT000390,CUS008584,INS000002,Account Issue,Critical,Closed,2025-09-20,2025-09-26
TKT000391,CUS008784,INS000001,Card Issue,High,Closed,2025-06-28,2025-06-30
TKT000392,CUS000009,INS000003,Account Issue,High,Resolved,2025-12-12,2025-12-14
TKT000393,CUS008736,INS000005,Card Issue,Low,Resolved,2026-02-12,2026-02-15
TKT000394,CUS006854,INS000003,Account Issue,Low,Closed,2024-09-02,2024-09-09
TKT000395,CUS006664,INS000001,Loan Query,Medium,Resolved,2026-07-04,2026-07-10
TKT000396,CUS001029,INS000004,Payment Issue,Low,Resolved,2026-02-16,2026-02-23
TKT000397,CUS002709,INS000002,Fraud Report,Medium,Resolved,2025-03-02,2025-03-06
TKT000398,CUS001233,INS000001,Transaction Issue,Medium,Resolved,2025-01-05,2025-01-07
TKT000399,CUS002299,INS000005,Transaction Issue,Medium,Resolved,2025-06-02,2025-06-04
TKT000400,CUS001491,INS000003,Technical Issue,Low,Closed,2025-04-18,2025-04-25
TKT000401,CUS008415,INS000003,Card Issue,High,Closed,2025-08-04,2025-08-09
TKT000402,CUS004102,INS000004,Payment Issue,Medium,Closed,2025-05-22,2025-05-25
TKT000403,CUS002135,INS000005,Loan Query,High,Resolved,2025-12-05,2025-12-08
TKT000404,CUS006775,INS000004,Account Issue,High,Closed,2026-04-03,2026-04-09
TKT000405,CUS008099,INS000001,Payment Issue,Low,Open,2026-08-03,
TKT000406,CUS007802,INS000002,Technical Issue,Low,Resolved,2024-11-16,2024-11-20
TKT000407,CUS009769,INS000001,Card Issue,Medium,Closed,2026-02-06,2026-02-12
TKT000408,CUS009340,INS000003,Transaction Issue,Medium,Resolved,2025-10-27,2025-10-29
TKT000409,CUS006493,INS000002,Technical Issue,Medium,Closed,2025-10-22,2025-10-23
TKT000410,CUS007893,INS000001,Transaction Issue,High,Open,2026-03-08,
TKT000411,CUS000756,INS000003,Loan Query,Medium,Resolved,2025-08-06,2025-08-07
TKT000412,CUS004535,INS000005,Technical Issue,Medium,Closed,2025-12-28,2026-01-04
TKT000413,CUS000878,INS000002,Loan Query,Low,Resolved,2026-08-07,2026-08-11
TKT000414,CUS009957,INS000005,Payment Issue,Low,Closed,2025-09-26,2025-10-01
TKT000415,CUS007426,INS000001,Payment Issue,Low,Closed,2025-10-10,2025-10-13
TKT000416,CUS000081,INS000005,Fraud Report,Low,Closed,2024-09-18,2024-09-23
TKT000417,CUS004908,INS000004,Transaction Issue,Low,Closed,2024-08-20,2024-08-27
TKT000418,CUS006231,INS000004,Loan Query,Medium,Resolved,2026-06-07,2026-06-14
TKT000419,CUS004691,INS000005,Payment Issue,High,Resolved,2025-06-16,2025-06-21
TKT000420,CUS009055,INS000003,Technical Issue,High,Resolved,2025-07-10,2025-07-15
TKT000421,CUS007350,INS000002,Technical Issue,Medium,Resolved,2025-05-29,2025-06-05
TKT000422,CUS004683,INS000001,Transaction Issue,High,Resolved,2025-03-27,2025-03-28
TKT000423,CUS001888,INS000003,Fraud Report,High,In Progress,2025-01-12,
TKT000424,CUS002551,INS000004,Payment Issue,High,Resolved,2024-10-09,2024-10-13
TKT000425,CUS009768,INS000003,Technical Issue,Low,Closed,2025-08-15,2025-08-16
TKT000426,CUS002583,INS000005,Loan Query,Low,Resolved,2026-05-28,2026-06-04
TKT000427,CUS008429,INS000001,Transaction Issue,High,Closed,2025-03-17,2025-03-21
TKT000428,CUS000569,INS000004,Payment Issue,High,Open,2024-10-09,
TKT000429,CUS008472,INS000001,Transaction Issue,Medium,Closed,2026-05-31,2026-06-03
TKT000430,CUS006580,INS000004,Account Issue,Medium,Resolved,2025-11-13,2025-11-18
TKT000431,CUS008361,INS000005,Payment Issue,Low,In Progress,2025-12-02,
TKT000432,CUS008389,INS000003,Account Issue,Critical,Resolved,2024-11-11,2024-11-13
TKT000433,CUS003747,INS000001,Transaction Issue,Low,Closed,2025-04-25,2025-05-01
TKT000434,CUS001151,INS000001,Transaction Issue,Critical,Resolved,2026-02-03,2026-02-08
TKT000435,CUS000653,INS000003,Payment Issue,Medium,Resolved,2026-08-05,2026-08-09
TKT000436,CUS006180,INS000001,Account Issue,Low,Resolved,2026-02-06,2026-02-09
TKT000437,CUS006507,INS000003,Payment Issue,Low,In Progress,2026-06-25,
TKT000438,CUS002720,INS000004,Payment Issue,Low,Closed,2024-11-06,2024-11-09
TKT000439,CUS004339,INS000003,Fraud Report,Low,Resolved,2025-02-21,2025-02-28
TKT000440,CUS006815,INS000002,Payment Issue,Medium,Resolved,2025-02-05,2025-02-06
TKT000441,CUS007144,INS000003,Technical Issue,Medium,Closed,2025-12-04,2025-12-11
TKT000442,CUS004135,INS000005,Fraud Report,Medium,Resolved,2025-01-07,2025-01-11
TKT000443,CUS004065,INS000002,Loan Query,Medium,Closed,2026-05-30,2026-06-03
TKT000444,CUS002850,INS000001,Technical Issue,Medium,Resolved,2025-08-09,2025-08-11
TKT000445,CUS001002,INS000004,Account Issue,Medium,Resolved,2024-12-02,2024-12-08
TKT000446,CUS003496,INS000001,Technical Issue,Medium,Closed,2025-05-23,2025-05-30
TKT000447,CUS005697,INS000002,Payment Issue,High,Resolved,2026-05-21,2026-05-26
TKT000448,CUS006969,INS000002,Loan Query,Low,In Progress,2025-08-03,
TKT000449,CUS005562,INS000005,Transaction Issue,Low,Open,2025-04-17,
TKT000450,CUS000572,INS000002,Transaction Issue,High,Resolved,2025-01-19,2025-01-25
TKT000451,CUS005676,INS000005,Account Issue,High,Closed,2026-02-01,2026-02-08
TKT000452,CUS009294,INS000004,Transaction Issue,High,Closed,2025-01-31,2025-02-03
TKT000453,CUS007665,INS000005,Card Issue,High,Resolved,2026-07-08,2026-07-11
TKT000454,CUS007897,INS000005,Transaction Issue,Medium,Resolved,2025-03-22,2025-03-28
TKT000455,CUS002365,INS000003,Loan Query,Medium,Closed,2026-04-25,2026-05-01
TKT000456,CUS008734,INS000004,Transaction Issue,Low,Resolved,2024-09-07,2024-09-14
TKT000457,CUS007751,INS000004,Transaction Issue,Low,In Progress,2026-06-06,
TKT000458,CUS007184,INS000004,Loan Query,Medium,Resolved,2026-04-21,2026-04-27
TKT000459,CUS007437,INS000003,Payment Issue,Low,Closed,2026-07-11,2026-07-13
TKT000460,CUS008056,INS000002,Payment Issue,Medium,Resolved,2024-10-27,2024-10-30
TKT000461,CUS004583,INS000005,Account Issue,High,Closed,2025-02-27,2025-03-01
TKT000462,CUS000211,INS000003,Card Issue,Medium,Resolved,2026-07-13,2026-07-16
TKT000463,CUS003221,INS000002,Payment Issue,High,Closed,2025-02-25,2025-03-02
TKT000464,CUS003242,INS000002,Loan Query,Medium,Closed,2025-01-15,2025-01-22
TKT000465,CUS009751,INS000001,Payment Issue,High,Closed,2026-07-06,2026-07-09
TKT000466,CUS004564,INS000002,Card Issue,High,Resolved,2026-02-21,2026-02-28
TKT000467,CUS008170,INS000004,Payment Issue,Low,Resolved,2024-11-22,2024-11-29
TKT000468,CUS004354,INS000005,Transaction Issue,High,Closed,2025-07-03,2025-07-10
TKT000469,CUS005529,INS000001,Loan Query,Medium,Resolved,2026-05-06,2026-05-13
TKT000470,CUS004957,INS000001,Account Issue,Low,Resolved,2025-06-21,2025-06-25
TKT000471,CUS008018,INS000002,Payment Issue,Medium,Open,2025-11-27,
TKT000472,CUS002619,INS000003,Fraud Report,Medium,Closed,2025-06-14,2025-06-16
TKT000473,CUS006550,INS000003,Payment Issue,Critical,Resolved,2025-07-22,2025-07-24
TKT000474,CUS001159,INS000002,Transaction Issue,Low,Closed,2025-01-27,2025-02-02
TKT000475,CUS001015,INS000003,Account Issue,Medium,Closed,2024-09-26,2024-09-27
TKT000476,CUS002769,INS000001,Technical Issue,Medium,Resolved,2025-08-28,2025-08-30
TKT000477,CUS006379,INS000002,Transaction Issue,Low,Resolved,2025-09-18,2025-09-20
TKT000478,CUS003272,INS000004,Technical Issue,Low,Resolved,2025-07-02,2025-07-05
TKT000479,CUS005280,INS000004,Payment Issue,Medium,Open,2026-03-16,
TKT000480,CUS004362,INS000005,Payment Issue,Low,Resolved,2026-07-09,2026-07-11
TKT000481,CUS003529,INS000004,Technical Issue,Medium,Resolved,2024-12-05,2024-12-09
TKT000482,CUS009828,INS000002,Payment Issue,Low,Resolved,2026-04-26,2026-04-28
TKT000483,CUS005004,INS000004,Fraud Report,Medium,Closed,2025-01-17,2025-01-20
TKT000484,CUS009110,INS000001,Technical Issue,Medium,Resolved,2025-01-15,2025-01-17
TKT000485,CUS002387,INS000004,Account Issue,High,Resolved,2025-01-01,2025-01-03
TKT000486,CUS002387,INS000004,Payment Issue,Low,In Progress,2025-05-28,
TKT000487,CUS008789,INS000001,Card Issue,Medium,Closed,2025-12-29,2026-01-04
TKT000488,CUS006691,INS000005,Transaction Issue,Low,Resolved,2025-02-08,2025-02-12
TKT000489,CUS002403,INS000002,Technical Issue,Medium,Resolved,2025-09-19,2025-09-26
TKT000490,CUS009764,INS000005,Account Issue,Low,Resolved,2026-03-14,2026-03-18
TKT000491,CUS006859,INS000001,Transaction Issue,Medium,Closed,2025-09-22,2025-09-29
TKT000492,CUS009272,INS000002,Payment Issue,Low,Resolved,2026-07-29,2026-07-30
TKT000493,CUS006028,INS000001,Transaction Issue,Medium,In Progress,2026-06-27,
TKT000494,CUS002175,INS000002,Transaction Issue,Medium,Resolved,2025-11-06,2025-11-10
TKT000495,CUS003489,INS000001,Fraud Report,Medium,Resolved,2025-02-19,2025-02-21
TKT000496,CUS008946,INS000002,Card Issue,Low,Closed,2025-01-20,2025-01-23
TKT000497,CUS002497,INS000003,Transaction Issue,Medium,Closed,2025-06-30,2025-07-03
TKT000498,CUS009723,INS000001,Transaction Issue,Medium,Closed,2025-08-29,2025-08-31
TKT000499,CUS003381,INS000004,Fraud Report,Medium,Resolved,2025-11-14,2025-11-20
TKT000500,CUS007962,INS000003,Payment Issue,Medium,Resolved,2026-01-03,2026-01-10
TKT000501,CUS005928,INS000005,Fraud Report,Low,Resolved,2026-07-09,2026-07-16
TKT000502,CUS006214,INS000004,Card Issue,Low,Resolved,2026-04-17,2026-04-19
TKT000503,CUS000116,INS000005,Transaction Issue,Low,Resolved,2025-10-23,2025-10-28
TKT000504,CUS008064,INS000002,Payment Issue,Medium,Resolved,2026-04-05,2026-04-07
TKT000505,CUS007681,INS000003,Payment Issue,Medium,Closed,2026-06-23,2026-06-27
TKT000506,CUS000361,INS000004,Payment Issue,Low,Resolved,2025-04-20,2025-04-27
TKT000507,CUS008398,INS000002,Loan Query,Low,Resolved,2026-05-07,2026-05-12
TKT000508,CUS001007,INS000002,Payment Issue,Low,Closed,2025-01-13,2025-01-19
TKT000509,CUS009276,INS000003,Transaction Issue,Medium,Open,2025-05-29,
TKT000510,CUS007053,INS000002,Fraud Report,Low,Open,2025-01-20,
TKT000511,CUS001350,INS000001,Fraud Report,Low,Resolved,2026-03-04,2026-03-09
TKT000512,CUS002001,INS000004,Account Issue,Medium,Resolved,2026-01-09,2026-01-12
TKT000513,CUS002133,INS000002,Account Issue,Medium,Closed,2025-12-13,2025-12-16
TKT000514,CUS005821,INS000005,Card Issue,Medium,Closed,2025-04-12,2025-04-13
TKT000515,CUS005796,INS000003,Account Issue,Low,Closed,2024-11-03,2024-11-07
TKT000516,CUS002821,INS000005,Loan Query,High,Resolved,2024-08-23,2024-08-29
TKT000517,CUS000169,INS000001,Card Issue,Medium,Closed,2026-01-14,2026-01-15
TKT000518,CUS002264,INS000004,Transaction Issue,Low,Open,2025-08-10,
TKT000519,CUS002541,INS000002,Transaction Issue,Medium,Resolved,2024-11-29,2024-12-03
TKT000520,CUS000469,INS000001,Card Issue,High,Resolved,2024-09-02,2024-09-07
TKT000521,CUS008073,INS000002,Technical Issue,Medium,Open,2025-03-05,
TKT000522,CUS008756,INS000003,Account Issue,Low,Resolved,2024-09-28,2024-10-03
TKT000523,CUS004283,INS000005,Account Issue,Medium,Resolved,2025-09-11,2025-09-14
TKT000524,CUS001082,INS000003,Technical Issue,Critical,In Progress,2026-06-17,
TKT000525,CUS008411,INS000001,Payment Issue,Medium,Closed,2025-01-16,2025-01-21
TKT000526,CUS003528,INS000001,Account Issue,Low,Closed,2025-10-10,2025-10-12
TKT000527,CUS003117,INS000003,Transaction Issue,Critical,Resolved,2025-11-06,2025-11-11
TKT000528,CUS003847,INS000002,Fraud Report,Low,Resolved,2026-05-11,2026-05-14
TKT000529,CUS004956,INS000005,Technical Issue,High,Closed,2024-08-22,2024-08-27
TKT000530,CUS005614,INS000001,Loan Query,High,Resolved,2024-08-08,2024-08-12
TKT000531,CUS007856,INS000002,Fraud Report,Medium,Resolved,2024-11-23,2024-11-27
TKT000532,CUS002696,INS000005,Loan Query,Low,In Progress,2026-01-23,
TKT000533,CUS008366,INS000001,Technical Issue,High,Open,2026-02-06,
TKT000534,CUS004857,INS000002,Payment Issue,Critical,Open,2025-11-06,
TKT000535,CUS008178,INS000005,Card Issue,Medium,Open,2025-12-09,
TKT000536,CUS002422,INS000002,Payment Issue,High,Closed,2024-12-08,2024-12-13
TKT000537,CUS006549,INS000003,Transaction Issue,Low,Open,2024-12-09,
TKT000538,CUS005756,INS000004,Payment Issue,Low,Closed,2024-11-16,2024-11-18
TKT000539,CUS009797,INS000004,Transaction Issue,Critical,Resolved,2024-08-24,2024-08-25
TKT000540,CUS005383,INS000002,Payment Issue,Medium,Closed,2025-05-24,2025-05-31
TKT000541,CUS000067,INS000002,Technical Issue,Low,Resolved,2026-01-14,2026-01-20
TKT000542,CUS003925,INS000001,Transaction Issue,Low,Closed,2025-06-20,2025-06-21
TKT000543,CUS003056,INS000002,Card Issue,Medium,Resolved,2024-08-18,2024-08-24
TKT000544,CUS000853,INS000004,Card Issue,Medium,In Progress,2025-12-12,
TKT000545,CUS006761,INS000002,Account Issue,Low,Closed,2026-04-20,2026-04-25
TKT000546,CUS005630,INS000005,Transaction Issue,High,Open,2026-06-22,
TKT000547,CUS002153,INS000005,Fraud Report,High,Closed,2026-08-04,2026-08-10
TKT000548,CUS009859,INS000005,Transaction Issue,High,Resolved,2025-02-06,2025-02-08
TKT000549,CUS003093,INS000005,Payment Issue,Low,Resolved,2025-08-31,2025-09-06
TKT000550,CUS001702,INS000004,Payment Issue,Low,Resolved,2026-04-05,2026-04-12
TKT000551,CUS007249,INS000005,Account Issue,Medium,Closed,2024-08-27,2024-09-01
TKT000552,CUS003403,INS000001,Account Issue,Critical,Closed,2025-02-14,2025-02-17
TKT000553,CUS000780,INS000001,Account Issue,Medium,Resolved,2026-03-03,2026-03-08
TKT000554,CUS008382,INS000005,Card Issue,Low,Resolved,2025-09-19,2025-09-23
TKT000555,CUS002444,INS000003,Account Issue,Medium,Closed,2025-03-29,2025-03-30
TKT000556,CUS006965,INS000003,Account Issue,Low,Closed,2026-01-08,2026-01-10
TKT000557,CUS005479,INS000002,Technical Issue,Medium,Open,2026-01-22,
TKT000558,CUS005580,INS000004,Account Issue,Medium,Resolved,2024-11-06,2024-11-11
TKT000559,CUS009980,INS000005,Technical Issue,Medium,Resolved,2025-09-20,2025-09-22
TKT000560,CUS005516,INS000001,Card Issue,Medium,Resolved,2026-04-14,2026-04-18
TKT000561,CUS009384,INS000005,Payment Issue,Low,Open,2026-04-17,
TKT000562,CUS005506,INS000001,Transaction Issue,High,Open,2025-03-22,
TKT000563,CUS009329,INS000003,Transaction Issue,Low,Resolved,2024-08-18,2024-08-25
TKT000564,CUS008047,INS000002,Account Issue,Low,Resolved,2025-06-07,2025-06-12
TKT000565,CUS003788,INS000001,Account Issue,Low,In Progress,2024-12-20,
TKT000566,CUS006758,INS000003,Payment Issue,Medium,Resolved,2024-10-09,2024-10-12
TKT000567,CUS001723,INS000005,Fraud Report,Low,In Progress,2025-02-04,
TKT000568,CUS000698,INS000002,Card Issue,Medium,Resolved,2025-07-19,2025-07-24
TKT000569,CUS009479,INS000001,Loan Query,High,Closed,2025-04-01,2025-04-06
TKT000570,CUS009883,INS000001,Transaction Issue,Critical,Resolved,2024-11-20,2024-11-23
TKT000571,CUS007878,INS000002,Payment Issue,Medium,Closed,2026-05-24,2026-05-25
TKT000572,CUS004241,INS000002,Account Issue,Medium,Closed,2024-09-17,2024-09-18
TKT000573,CUS000379,INS000002,Account Issue,Medium,Resolved,2026-04-28,2026-04-29
TKT000574,CUS008105,INS000005,Technical Issue,Low,Resolved,2024-08-31,2024-09-02
TKT000575,CUS009450,INS000001,Technical Issue,Medium,Resolved,2025-02-26,2025-03-03
TKT000576,CUS001752,INS000004,Loan Query,Medium,In Progress,2026-04-13,
